[
  "\"2401\",\"column_a\",\"corrected column_a data\"",
  "\"2401\",\"column_b\",\"column_b data\"",
  "\"2401\",\"column_c\",\"column_c data\"",
  "\"2401\",\"column_d\",\"column_d data\"",
  "\"2401\",\"column_e\",\"additional column_e data\"",
  "\"2401\",\"column_f\",\"additional column_f data\"",
  "\"2401\",\"column_g\",\"\"",
  "\"2401\",\"column_h\",\"\"",
  "\"2401\",\"column_i\",\"\"",
  "\"2401\",\"column_j\",\"\"",
  "\"2401\",\"column_k\",\"\"",
  "\"2401\",\"column_l\",\"\"",
  "\"2401\",\"column_m\",\"\""
]
